1 0.977273 1
0 0 1
0.970588 0.903409 1
0 0.125 1
0.176471 0.164773 1
1 1 1
0.588235 0.289773 1
0.994118 1 1
0.611765 0.698864 1
0 0 1
0.123529 0.255682 1
0.605882 0.721591 1
0.664706 0.482955 1
0 0.0795455 1
0.976471 1 1
0.317647 0.590909 1
0 0.0284091 1
0.994118 1 1
0 0 1
1 1 1
0 0.284091 1
1 0.897727 1
0.317647 0.352273 1
0 0.0113636 1
0.0352941 0.386364 1
0.0705882 0.170455 1
0.1 0.215909 1
1 1 1
0.0176471 0.0568182 1
1 0.960227 1
0.147059 0.0909091 1
1 0.994318 1
0.9 0.465909 1
1 1 1
0.0117647 0.0738636 1
0 0.0113636 1
0.811765 0.852273 1
0 0.113636 1
1 1 1
1 0.988636 1
0.394118 0.778409 1
0 0 1
0.576471 0.568182 1
1 0.994318 1
0 0.0227273 1
0.858824 0.948864 1
0 0.0625 1
1 1 1
0.294118 0.1875 1
1 0.988636 1
0.952941 0.642045 1
0.235294 0.323864 1
1 1 1
0.835294 0.948864 1
0 0 1
0.452941 0.392045 1
0.764706 0.75 1
0.970588 0.982955 1
0.876471 0.971591 1
0.358824 0.397727 1
1 0.971591 1
0.364706 0.607955 1
0.182353 0 1
0.00588235 0.227273 1
1 0.772727 1
0.7 0.5 1
0 0.0909091 1
1 1 1
0 0 1
0.817647 0.806818 1
0.864706 0.806818 1
1 0.9375 1
0.0176471 0.125 1
1 1 1
0.0176471 0 1
0.423529 0.914773 1
1 1 1
1 0.988636 1
0.464706 0.397727 1
1 0.761364 1
0 0.176136 1
1 0.869318 1
1 0.869318 1
0.317647 0.835227 1
0.447059 0.198864 1
0.958824 0.789773 1
0.2 0.431818 1
0 0.0113636 1
0.264706 0.181818 1
0.00588235 0 1
0.0411765 0 1
1 1 1
0.482353 0.670455 1
0.0588235 0 1
0.323529 0.369318 1
0.117647 0.0113636 1
1 0.948864 1
0.823529 0.875 1
1 0.982955 1
0.0294118 0.0738636 1
0.188235 0.0227273 1
0.8 0.676136 1
1 0.846591 1
0.117647 0.153409 1
0 0.0454545 1
0.352941 0.642045 1
0 0.244318 1
1 0.971591 1
0.994118 0.960227 1
0.794118 0.994318 1
0.688235 0.738636 1
0.376471 0.284091 1
0.0235294 0.409091 1
0.947059 0.971591 1
0.329412 0.568182 1
0.0823529 0.261364 1
0.482353 0.244318 1
0.388235 0.346591 1
0.994118 0.744318 1
0.611765 0.846591 1
0 0.119318 1
1 0.880682 1
0.105882 0.579545 1
0 0 1
1 0.778409 1
0.0117647 0 1
0.594118 0.573864 1
0.588235 0.636364 1
0.994118 1 1
1 0.994318 1
1 0.931818 1
0 0 1
1 0.846591 1
0.405882 0.607955 1
0.123529 0.494318 1
0.788235 0.903409 1
0.0529412 0.0909091 1
0.952941 0.789773 1
1 1 1
0.970588 0.920455 1
1 1 1
0.0294118 0 1
0.658824 0.454545 1
0.988235 0.994318 1
0.0705882 0.00568182 1
0.0588235 0 1
0.623529 0.1875 1
0.388235 0.363636 1
0.941176 0.875 1
1 1 1
0.864706 0.806818 1
0.435294 0.676136 1
1 0.988636 1
0 0 1
0 0 1
0.917647 0.585227 1
0.605882 0.840909 1
1 1 1
1 0.948864 1
0.394118 0.181818 1
0.311765 0.136364 1
1 0.982955 1
0.352941 0.426136 1
0.494118 0.789773 1
0.482353 0.204545 1
0 0.00568182 1
0.0529412 0 1
0.347059 0.494318 1
1 1 1
1 1 1
0.0176471 0 1
0.00588235 0 1
0 0 1
1 0.982955 1
0.205882 0.164773 1
0.129412 0.164773 1
0.223529 0.806818 1
0.294118 0.340909 1
0.664706 0.306818 1
0.829412 0.761364 1
0.729412 0.215909 1
0.864706 0.625 1
0.941176 0.914773 1
0.941176 0.909091 1
1 1 1
0 0.147727 1
1 0.897727 1
0.182353 0.0681818 1
1 0.994318 1
0.411765 0.221591 1
0.0117647 0.0511364 1
1 1 1
0.441176 0.698864 1
0.523529 0.6875 1
0.629412 0.460227 1
0.00588235 0.261364 1
0.0352941 0.136364 1
0.682353 0.590909 1
0 0 1
0.994118 0.789773 1
0.0647059 0.267045 1
0.670588 0.272727 1
0.0588235 0.306818 1
0.935294 0.505682 1
0.982353 0.886364 1
0.1 0.318182 1
0.0235294 0.0511364 1
1 1 1
1 0.9375 1
0 0.00568182 1
0.0176471 0 1
0.982353 0.710227 1
0.535294 0.477273 1
0.123529 0.227273 1
1 0.988636 1
0.664706 0.852273 1
0 0 1
0.405882 0.221591 1
0.664706 0.835227 1
0.252941 0.323864 1
0.0823529 0.136364 1
0.182353 0.278409 1
0.994118 1 1
0.0176471 0.00568182 1
0.0117647 0.136364 1
0.876471 0.801136 1
0.0117647 0.00568182 1
0.576471 0.181818 1
1 0.926136 1
1 1 1
0 0 1
0.588235 0.590909 1
